Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded,valid
S198364,O10009,C5435,Amit Kumar,john@example.com,919341015186,Mumbai,UK,South,600001.0,P7667,Charger,Accessories,14.379639134878165,14.0,2394.7420389966887,141034.91640095037,2023-06-07,2025-01-01,12.0,Pending,Road,V782,Mr. Rao,Van,R283,1034.1904113776382,531.0631365028049,Warehouse A,South Hub,Unknown,High,Card,No,Returned,No Remarks,33526.38854595364,574 days,0.5135061499897096,140000.72598957273,Yes,Urgent,6.0,3.0,False
S850036,O14242,C8307,Michael Brown,amit@gmail.com,919566852560,Unknown,india,North,110001.0,P9906,Laptop,Accessories,77.2413994952516,4.0,866.0408676854231,103142.16694630009,2024-04-04,2025-04-03,13.0,Delayed,Rail,V418,Unknown,Bike,R541,8665.19275946971,168.366458425427,Warehouse B,Central,Unknown,Unknown,Credit,Yes,Not Returned,Delayed delivery,3464.1634707416924,364 days,0.019430203470249246,94476.97418683038,Yes,Unknown,2.0,0.0,False
S555156,O80197,C5738,Michael Brown,jane@,917989938532,Unknown,UK,Unknown,110001.0,P7099,Headphones,Clothing,28.452983713894387,12.0,528.0540744930373,33111.50560680302,2020-04-16,2020-08-06,4.0,Cancelled,Air,V254,Ms. Sharma,Van,R483,586.5309851562531,1861.9599008559655,Warehouse A,Central,Mr. Patel,High,Cash,No,Unknown,Handle with care,6336.648893916448,112 days,3.174529475812664,32524.974621646765,Yes,Urgent,1.0,3.0,False
S880438,O56265,C4409,John Doe,john@example.com,919052539212,Bangalore,India,West,600001.0,P4663,Unknown,Accessories,2.548157182432344,5.0,1242.7503282923385,132639.4732006878,2024-01-31,2024-10-13,8.0,Delayed,Rail,V848,Ms. Sharma,Cargo,R309,5625.156091417433,1134.7870626084311,Hub C,Central,Unknown,Medium,Online,Unknown,Not Returned,No Remarks,6213.751641461693,256 days,0.20173432419765727,127014.31710927036,Yes,Normal,5.0,2.0,False
S856112,O68469,C9573,John Doe,john@example.com,918534776113,Delhi,India,South,110001.0,P9962,Laptop,Clothing,26.248608169201685,17.0,1931.0364529917215,18874.57944789831,2021-11-12,2023-02-10,8.0,Cancelled,Air,V534,Unknown,Truck,R170,8170.9595009805425,772.2360719398845,Warehouse B,North Hub,Ms. Verma,Low,Card,Yes,Unknown,Delayed delivery,32827.619700859264,455 days,0.09450983961519006,10703.61994691777,Yes,Low,6.0,1.0,False
S697928,O89023,C9598,Fatima Noor,john@example.com,919038967202,mumbai,India,South,560001.0,P7187,Mobile,Electronics,16.023854724022435,15.0,2421.167471465411,169264.584847676,2021-10-26,2024-03-22,4.0,Unknown,Ship,V131,Mrs. Patel,Cargo,R716,1104.4280670263602,494.64818993831005,Warehouse B,North Hub,Mr. Khan,High,Unknown,Yes,Not Returned,No Remarks,36317.51207198117,878 days,0.44787723592550094,168160.15678064962,Yes,Urgent,0.0,3.0,False
S655957,O34587,C8230,Michael Brown,amit@gmail.com,918670956406,mumbai,india,West,0.0,P2066,Headphones,Food,26.248608169201685,12.0,472.02821195246,44976.48821164394,2020-09-28,2022-09-22,1.0,Cancelled,Ship,V491,Unknown,Unknown,R764,7089.92075935827,142.6432470119863,Warehouse A,North Hub,Ms. Verma,Unknown,Credit,Yes,Unknown,No Remarks,5664.3385434295205,724 days,0.020119159558124225,37886.56745228567,Yes,Unknown,2.0,0.0,False
S908667,O50497,C8884,Fatima Noor,amit@gmail.com,919794167759,Chennai,UK,North,0.0,P8788,Headphones,Furniture,20.367541324756797,5.0,494.0543596261738,97446.15289517608,2020-08-19,2021-03-07,-1.0,Unknown,Ship,V549,Mr. Lee,Bike,R619,3087.753105059869,1070.479318614681,Unknown,South Hub,Mr. Patel,Low,Cash,Unknown,Returned,No Remarks,2470.271798130869,200 days,0.34668552898886174,94358.39979011622,No,Low,1.0,1.0,False
S506099,O22996,C4284,Michael Brown,john@example.com,918950773444,Bangalore,UK,North,600001.0,P1959,Mobile,Misc,96.58038729091864,14.0,3232.275874206702,154723.2036324777,2023-02-03,2024-12-31,1.0,Pending,Ship,V970,Mr. Lee,Van,R707,8665.19275946971,365.2178461823782,Warehouse A,South Hub,Ms. Verma,Low,Credit,No,Returned,Delayed delivery,45251.86223889383,697 days,0.04214768861122585,146058.010873008,Yes,Low,2.0,1.0,False
S248544,O11543,C3448,Jane Smith,jane@,917467580798,mumbai,UK,East,560001.0,P7391,Laptop,Misc,52.246768107192175,10.0,795.7657041279592,136546.12686932215,2022-07-13,2024-04-26,14.0,In Transit,Air,V530,Unknown,Van,R239,7402.625862593285,1939.5087039777627,Hub C,Central,Mr. Khan,Low,Debit,No,Pending,Delayed delivery,7957.657041279592,653 days,0.262002800084552,129143.50100672887,Yes,Low,3.0,1.0,False
S840092,O22609,C6738,Fatima Noor,amit@gmail.com,918730974204,Unknown,Unknown,North,0.0,P8421,Mobile,Accessories,16.023854724022435,11.0,2835.8378992808434,65423.89090924677,2021-02-28,2025-06-05,1.0,Pending,Ship,V336,Mr. Lee,Van,R747,9938.558586707504,23.390088553611708,Hub C,South Hub,Ms. Verma,High,Unknown,Yes,Returned,No Remarks,31194.216892089276,1558 days,0.002353468900902308,55485.33232253927,Yes,Urgent,0.0,3.0,False
S788107,O34327,C5050,Amit Kumar,amit@gmail.com,918245561676,Bangalore,Unknown,Unknown,560001.0,P1120,Tablet,Food,56.34708115816488,16.0,1955.8260882103048,90097.76479821977,2022-08-21,2022-11-06,-1.0,Cancelled,Rail,V527,Mrs. Patel,Unknown,R463,9938.558586707504,1229.7417935193005,Hub C,Central,Unknown,Medium,Online,No,Returned,No Remarks,31293.217411364876,77 days,0.12373442112260019,80159.20621151227,No,Normal,5.0,2.0,False
S624069,O23027,C1988,Michael Brown,john@example.com,919303034123,Mumbai,Unknown,West,600001.0,P7160,Laptop,Misc,45.87896342959508,8.0,3232.275874206702,33111.50560680302,2022-03-17,2025-03-11,12.0,Unknown,Rail,V553,Unknown,Cargo,R807,8408.905679026246,494.64818993831005,Warehouse A,Unknown,Mr. Patel,Low,Credit,Unknown,Pending,Delayed delivery,25858.206993653617,1090 days,0.0588243237371632,24702.59992777677,Yes,Low,2.0,1.0,False
S275333,O92499,C6744,Li Wei,jane@,919856970384,Mumbai,India,West,110001.0,P8460,Headphones,Clothing,56.34708115816488,11.0,3014.228372520391,155284.49953043126,2020-12-16,2021-05-08,0.0,Delayed,Ship,V561,Mr. Lee,Cargo,R228,3087.753105059869,787.0087478115729,Warehouse A,North Hub,Mr. Khan,High,Debit,No,Unknown,No Remarks,33156.5120977243,143 days,0.25488072427873515,152196.74642537138,No,Urgent,3.0,3.0,False
S561340,O69898,C7437,Nan,john@example.com,919553266349,Chennai,Unknown,West,400001.0,P5261,Charger,Clothing,20.000294810704947,10.0,4624.872973105552,60987.13870572674,2023-01-11,2025-05-03,13.0,Delivered,Road,V618,Mr. Lee,Van,R259,3087.753105059869,731.0664400538368,Hub C,North Hub,Mr. Patel,Medium,UPI,No,Pending,Check packaging,46248.729731055515,843 days,0.23676324342637556,57899.38560066687,Yes,Normal,4.0,2.0,False
S256293,O73804,C9887,Fatima Noor,john@example.com,917384682348,Bangalore,UK,South,560001.0,P7012,Unknown,Clothing,26.248608169201685,7.0,4221.339973902669,181861.21559136725,2023-08-07,2025-07-17,11.0,In Transit,Rail,V653,Mrs. Patel,Cargo,R497,8013.277385292363,575.8247448914356,Hub C,South Hub,Mr. Khan,Low,Debit,Unknown,Not Returned,Check packaging,29549.379817318684,710 days,0.07185883093830112,173847.93820607488,Yes,Low,3.0,1.0,False
S429588,O45257,C2920,Fatima Noor,amit@gmail.com,916114927422,Mumbai,UK,South,400001.0,P5686,Charger,Food,21.62774151248848,16.0,4256.863571377221,78221.03063667503,2024-10-25,2024-12-05,2.0,Pending,Air,V450,Ms. Sharma,Truck,R327,2556.84184777188,558.3356878130787,Unknown,Central,Mr. Patel,Unknown,Credit,Yes,Not Returned,Check packaging,68109.81714203554,41 days,0.21836927000378675,75664.18878890315,Yes,Unknown,2.0,0.0,False
S664269,O68394,C4994,Jane Smith,jane@,916932112776,Bangalore,USA,East,560001.0,P6738,Mobile,Furniture,88.77766788634449,15.0,528.0540744930373,54617.57490162202,2021-01-04,2022-03-28,5.0,Unknown,Air,V809,Unknown,Van,R607,4493.931902391445,1756.9267606299247,Warehouse A,Unknown,Unknown,High,Card,Unknown,Not Returned,Handle with care,7920.811117395559,448 days,0.39095535909099477,50123.64299923058,Yes,Urgent,6.0,3.0,False
S864723,O61561,C4998,Jane Smith,john@example.com,918683280509,Unknown,UK,East,110001.0,P5861,Tablet,Accessories,20.367541324756797,8.0,1937.4876677627856,50746.4205647399,2021-11-24,2024-02-06,5.0,Delivered,Road,V709,Mr. Lee,Bike,R636,6203.769967791608,149.4238239751592,Warehouse B,Central,Mr. Patel,Low,Unknown,Yes,Not Returned,No Remarks,15499.901342102285,804 days,0.02408597107096646,44542.65059694829,Yes,Low,0.0,1.0,False
S695550,O90444,C3361,Michael Brown,jane@,916320839843,Mumbai,USA,West,560001.0,P7004,Mobile,Misc,73.3333972102348,10.0,4018.205925899916,65957.74184791233,2020-11-02,2020-11-20,13.0,Unknown,Rail,V803,Unknown,Van,R127,103.9569566343168,642.5127504541197,Warehouse A,North Hub,Mr. Khan,Low,Online,Unknown,Unknown,No Remarks,40182.05925899916,18 days,6.180565219067047,65853.78489127802,Yes,Low,5.0,1.0,False
S401789,O48800,C2320,Li Wei,amit@gmail.com,916770115041,Bangalore,USA,Unknown,0.0,P3452,Charger,Accessories,32.8703679109448,13.0,3436.150887756193,44976.48821164394,2020-02-24,2022-08-16,1.0,Delivered,Air,V238,Mr. Rao,Cargo,R550,1092.0050948894086,914.0718784944544,Unknown,Central,Mr. Patel,Unknown,Card,No,Returned,No Remarks,44669.9615408305,904 days,0.8370582543729119,43884.483116754534,Yes,Unknown,6.0,0.0,False
S159710,O16452,C2577,John Doe,john@example.com,919097815434,Chennai,India,South,600001.0,P7779,Tablet,Electronics,62.51816361934201,17.0,307.5872965880739,78649.69329941412,2021-06-17,2022-05-09,1.0,In Transit,Road,V314,Ms. Sharma,Truck,R884,363.91147683697153,1267.0122150755228,Warehouse B,Unknown,Mr. Khan,Low,UPI,No,Pending,No Remarks,5228.984041997256,326 days,3.481649510172307,78285.78182257715,Yes,Low,4.0,1.0,False
S564171,O71512,C5341,John Doe,jane@,919134646553,Chennai,UK,South,110001.0,P6364,Headphones,Clothing,18.591584237106517,19.0,1274.3561221595528,147443.16319598138,2020-07-26,2024-07-16,2.0,Delayed,Ship,V611,Mr. Rao,Bike,R187,6919.232083134686,939.1455906329757,Hub C,Central,Ms. Verma,Unknown,UPI,Yes,Unknown,No Remarks,24212.766321031504,1451 days,0.1357297427444442,140523.9311128467,Yes,Unknown,4.0,0.0,False
S382220,O73990,C4953,Amit Kumar,amit@gmail.com,916472119545,mumbai,india,Unknown,110001.0,P5780,Laptop,Food,35.996956006012134,11.0,676.4538978214792,101091.60274448698,2021-10-06,2024-05-31,0.0,In Transit,Ship,V613,Ms. Sharma,Van,R786,6663.056267014754,1406.512023333398,Hub C,Central,Mr. Khan,Unknown,Cash,Yes,Unknown,No Remarks,7440.992876036272,968 days,0.21109112199701668,94428.54647747223,No,Unknown,1.0,0.0,False
S453112,O58356,C4844,John Doe,amit@gmail.com,917889783790,mumbai,USA,North,0.0,P7616,Laptop,Misc,90.9773800068388,9.0,1955.8260882103048,121583.50871196765,2023-12-05,2025-07-10,12.0,Delayed,Air,V657,Unknown,Bike,R720,3152.005782329464,1097.1244178130758,Hub C,Unknown,Ms. Verma,Medium,Credit,No,Unknown,Delayed delivery,17602.434793892742,583 days,0.3480718290441253,118431.50292963818,Yes,Normal,2.0,2.0,False
S595359,O66800,C1269,Nan,john@example.com,919881399193,Delhi,India,North,110001.0,P5128,Headphones,Electronics,82.95938216061697,5.0,2935.617099354375,34984.629437934826,2021-02-08,2021-12-03,1.0,Unknown,Road,V573,Unknown,Van,R207,5527.842773988052,419.635431707086,Unknown,North Hub,Mr. Patel,Medium,Debit,No,Returned,Delayed delivery,14678.085496771875,298 days,0.07591305485057073,29456.786663946776,Yes,Normal,3.0,2.0,False
S145264,O99136,C4008,Li Wei,john@example.com,917062683386,Unknown,UK,Unknown,400001.0,P1778,Laptop,Accessories,21.62774151248848,13.0,4283.776422510859,110595.09146370173,2021-01-06,2023-08-05,12.0,Delayed,Road,V861,Unknown,Bike,R316,1084.9684005823767,1565.312684155129,Unknown,Unknown,Mr. Patel,High,UPI,Unknown,Not Returned,Handle with care,55689.09349264117,941 days,1.442726519329889,109510.12306311935,Yes,Urgent,4.0,3.0,False
S615997,O35859,C4795,Fatima Noor,jane@,917531956170,Mumbai,India,North,400001.0,P5038,Headphones,Food,5.1218160656397735,17.0,307.5872965880739,179436.94651928847,2022-06-11,2023-06-21,0.0,Unknown,Road,V981,Mrs. Patel,Van,R220,6663.056267014754,796.7421056073109,Hub C,North Hub,Unknown,High,Online,No,Pending,Check packaging,5228.984041997256,375 days,0.11957607345319252,172773.8902522737,No,Urgent,5.0,3.0,False
S619363,O28615,C8010,Nan,amit@gmail.com,917188181374,Chennai,india,West,600001.0,P8559,Tablet,Food,16.021454773452163,13.0,2473.7388485041297,140528.58311623166,2025-01-13,2025-08-05,11.0,Pending,Rail,V889,Mrs. Patel,Van,R257,3978.506822396121,1678.0809125988496,Unknown,Central,Ms. Verma,Medium,Online,Unknown,Unknown,No Remarks,32158.605030553685,204 days,0.42178661178924354,136550.07629383553,Yes,Normal,5.0,2.0,False
S575934,O58424,C6578,Nan,john@example.com,916133720191,Delhi,india,Unknown,400001.0,P1732,Headphones,Clothing,26.248608169201685,11.0,2127.286521221502,105894.7434817643,2020-04-16,2024-01-22,10.0,In Transit,Rail,V794,Unknown,Bike,R323,6730.004134188153,939.1455906329757,Hub C,Central,Mr. Patel,Low,Debit,Yes,Pending,Handle with care,23400.15173343652,1376 days,0.13954606444625398,99164.73934757613,Yes,Low,3.0,1.0,False
S877519,O91381,C8572,Michael Brown,amit@gmail.com,918419372785,Chennai,USA,South,110001.0,P9454,Laptop,Furniture,29.568392529254208,17.0,440.30270132459583,141044.88468966953,2022-11-26,2024-04-28,10.0,Cancelled,Rail,V440,Unknown,Cargo,R293,5675.666106406118,642.5127504541197,Warehouse B,North Hub,Mr. Khan,High,Card,Unknown,Returned,Handle with care,7485.145922518129,519 days,0.11320481832589063,135369.21858326343,Yes,Urgent,6.0,3.0,False
S845074,O96703,C6089,Amit Kumar,jane@,918993560361,Unknown,UK,North,400001.0,P9172,Charger,Accessories,16.023854724022435,4.0,2473.7388485041297,148242.9734891228,2021-11-01,2025-05-17,1.0,Delayed,Ship,V805,Mrs. Patel,Truck,R342,9138.029149244574,1006.8520125604368,Warehouse B,South Hub,Unknown,Unknown,Cash,Yes,Not Returned,Check packaging,9894.955394016519,1293 days,0.11018262210770817,139104.94433987825,Yes,Unknown,1.0,0.0,False
S538006,O59602,C8708,John Doe,jane@,919314543242,Delhi,Unknown,Unknown,600001.0,P8590,Headphones,Misc,1.0494506537984387,14.0,1131.194486882145,196124.17913065635,2023-07-19,2025-04-01,13.0,Delayed,Air,V385,Unknown,Cargo,R749,9057.001815926433,309.92670108277554,Unknown,Central,Mr. Khan,Low,Cash,No,Pending,Handle with care,15836.72281635003,622 days,0.0342195692770846,187067.17731472992,Yes,Low,1.0,1.0,False
S609192,O26852,C1495,Michael Brown,amit@gmail.com,917503622186,Chennai,Unknown,North,0.0,P8440,Tablet,Furniture,88.77766788634449,19.0,3146.5043766263207,52705.98887664019,2020-10-31,2024-10-13,-1.0,In Transit,Rail,V989,Mrs. Patel,Cargo,R371,1320.6811082606414,433.1428677108873,Warehouse B,South Hub,Mr. Khan,High,Credit,No,Unknown,Handle with care,59783.583155900094,1443 days,0.3279693068990315,51385.30776837955,No,Urgent,2.0,3.0,False
S298754,O37380,C1557,Li Wei,jane@,918817295294,Delhi,india,South,400001.0,P6878,Laptop,Food,82.95938216061697,7.0,4221.339973902669,90097.76479821977,2020-04-26,2020-05-13,8.0,Delayed,Rail,V213,Ms. Sharma,Bike,R248,1084.9684005823767,1229.7417935193005,Unknown,Central,Ms. Verma,Low,Card,No,Pending,Check packaging,29549.379817318684,17 days,1.133435584722296,89012.79639763739,Yes,Low,6.0,1.0,False
S508516,O43774,C8754,Fatima Noor,john@example.com,917045830831,Bangalore,UK,North,560001.0,P3680,Laptop,Accessories,6.824055853459352,10.0,440.30270132459583,50746.4205647399,2020-08-18,2022-03-19,5.0,Delayed,Air,V412,Mr. Lee,Bike,R187,8916.361692792909,1779.5949701260106,Warehouse B,Central,Ms. Verma,Low,Credit,Yes,Pending,Handle with care,4403.027013245958,578 days,0.19958757074249875,41830.05887194699,Yes,Low,2.0,1.0,False
S461127,O22160,C5412,Jane Smith,amit@gmail.com,918757027053,Mumbai,UK,East,110001.0,P5153,Charger,Food,32.8703679109448,7.0,2899.960714059048,14882.343104953285,2021-04-03,2023-04-22,4.0,Pending,Air,V264,Mrs. Patel,Truck,R720,3087.753105059869,168.366458425427,Hub C,South Hub,Mr. Khan,Unknown,Debit,No,Pending,No Remarks,20299.724998413334,749 days,0.0545271764602962,11794.589999893415,Yes,Unknown,3.0,0.0,False
S308970,O15110,C1327,Li Wei,amit@gmail.com,916323407378,Unknown,UK,Unknown,0.0,P5543,Tablet,Food,52.246768107192175,8.0,2634.015917438526,171743.22888578053,2022-01-18,2023-08-10,1.0,In Transit,Road,V159,Ms. Sharma,Cargo,R721,7392.572989838913,182.9656144420159,Unknown,Central,Mr. Patel,Low,UPI,No,Not Returned,No Remarks,21072.127339508206,569 days,0.0247499232937574,164350.6558959416,Yes,Low,4.0,1.0,False
S266739,O88227,C6269,Jane Smith,john@example.com,919010168510,mumbai,UK,South,110001.0,P5675,Mobile,Accessories,66.42096729322121,6.0,1955.8260882103048,192457.5094672196,2020-09-29,2022-05-28,3.0,Delayed,Ship,V727,Mr. Rao,Cargo,R136,7392.572989838913,23.390088553611708,Warehouse B,Unknown,Mr. Khan,Unknown,Card,Unknown,Pending,No Remarks,11734.956529261828,606 days,0.003163998324502358,185064.9364773807,Yes,Unknown,6.0,0.0,False
S207111,O95089,C4491,Michael Brown,jane@,917615503838,Delhi,India,East,110001.0,P8501,Tablet,Misc,54.89767279465632,13.0,1955.8260882103048,191096.88251139285,2021-07-27,2025-02-06,4.0,Delivered,Ship,V156,Mr. Rao,Cargo,R306,1320.6811082606414,1779.5949701260106,Unknown,South Hub,Mr. Patel,Low,Cash,Yes,Pending,Handle with care,25425.739146733962,1290 days,1.3474827185722118,189776.2014031322,Yes,Low,1.0,1.0,False
S618285,O82110,C9723,Nan,amit@gmail.com,917099038351,Unknown,Unknown,East,110001.0,P3776,Mobile,Food,68.5811861379596,3.0,4283.776422510859,197255.3224843835,2022-11-06,2025-08-19,0.0,Pending,Ship,V574,Mr. Lee,Bike,R302,4600.327884455801,804.0189188740103,Warehouse B,North Hub,Unknown,Unknown,Credit,Yes,Not Returned,Delayed delivery,12851.32926753258,1017 days,0.17477426371949187,192654.9945999277,No,Unknown,2.0,0.0,False
S563000,O74283,C9061,Amit Kumar,jane@,919504302308,Chennai,UK,West,400001.0,P9826,Tablet,Furniture,43.04033132667569,4.0,838.5720371470828,196302.5874917136,2021-01-24,2021-08-26,3.0,Delivered,Rail,V506,Mr. Lee,Truck,R641,8813.090633228108,1097.1244178130758,Warehouse A,Central,Unknown,Low,UPI,No,Pending,Handle with care,3354.2881485883313,214 days,0.12448804437305723,187489.4968584855,Yes,Low,4.0,1.0,False
S582191,O49389,C6271,Fatima Noor,jane@,916001775543,Delhi,USA,Unknown,110001.0,P2736,Tablet,Food,18.893018324789946,11.0,3014.228372520391,128829.12309077912,2025-03-21,2025-06-27,10.0,Unknown,Rail,V834,Ms. Sharma,Truck,R777,6203.769967791608,1035.526119803062,Unknown,Unknown,Mr. Patel,Medium,Cash,Yes,Pending,Check packaging,33156.5120977243,98 days,0.16691884534391985,122625.35312298751,Yes,Normal,1.0,2.0,False
S334431,O84826,C3931,Michael Brown,jane@,917242717640,Delhi,USA,Unknown,0.0,P8244,Charger,Clothing,20.367541324756797,1.0,2880.640668942282,172921.79645421807,2025-01-17,2025-08-15,8.0,In Transit,Rail,V558,Mr. Rao,Truck,R381,9505.59236698481,939.1455906329757,Warehouse B,South Hub,Mr. Khan,Medium,UPI,No,Unknown,Check packaging,2880.640668942282,210 days,0.09879927040579314,163416.20408723326,Yes,Normal,4.0,2.0,False
S607399,O15890,C3818,Li Wei,amit@gmail.com,916061804455,mumbai,india,Unknown,560001.0,P5884,Charger,Food,21.62774151248848,16.0,523.4605678022331,31450.408093751343,2022-04-20,2024-05-04,11.0,Delivered,Ship,V541,Mrs. Patel,Cargo,R939,8621.622056807979,1009.2353840107952,Warehouse B,Central,Mr. Patel,Medium,Card,No,Returned,Delayed delivery,8375.36908483573,745 days,0.11705864364744015,22828.786036943362,Yes,Normal,6.0,2.0,False
S716026,O40580,C3920,Jane Smith,jane@,919972790153,Unknown,India,Unknown,110001.0,P8775,Tablet,Clothing,5.000115246598537,12.0,2935.617099354375,12926.827000405874,2023-08-11,2025-05-22,13.0,Delivered,Rail,V321,Mrs. Patel,Truck,R785,3219.920605891895,142.6432470119863,Unknown,South Hub,Mr. Khan,Unknown,Unknown,No,Returned,Handle with care,35227.4051922525,650 days,0.04430023732603032,9706.906394513979,Yes,Unknown,0.0,0.0,False
S904775,O66064,C7085,Li Wei,jane@,919248716069,Mumbai,UK,Unknown,0.0,P2306,Headphones,Misc,29.47729944970517,13.0,1644.0594195786612,154723.2036324777,2020-06-02,2025-06-24,2.0,Delayed,Road,V672,Ms. Sharma,Truck,R710,4457.789666068535,182.9656144420159,Hub C,North Hub,Unknown,Medium,UPI,Unknown,Pending,No Remarks,21372.772454522594,1848 days,0.04104402139802595,150265.41396640916,Yes,Normal,4.0,2.0,False
S351331,O38757,C4315,Li Wei,john@example.com,919640028639,Delhi,india,North,600001.0,P6694,Tablet,Misc,46.370715781593645,14.0,247.931337549312,148242.9734891228,2020-06-30,2025-06-29,1.0,Cancelled,Rail,V140,Mr. Lee,Truck,R279,7753.704802499183,1954.8734464007484,Hub C,Central,Ms. Verma,Low,Online,No,Unknown,No Remarks,3471.0387256903678,1825 days,0.25212121123964526,140489.26868662363,Yes,Low,5.0,1.0,False
S876265,O87386,C6618,Michael Brown,amit@gmail.com,917561004112,Delhi,USA,East,400001.0,P2918,Headphones,Accessories,46.370715781593645,16.0,524.0510366881534,49172.273018740205,2020-03-10,2023-05-27,1.0,Delivered,Rail,V622,Mr. Lee,Van,R409,5675.666106406118,1045.618889312698,Warehouse B,North Hub,Unknown,Medium,Card,Unknown,Returned,Check packaging,8384.816587010455,1173 days,0.18422840063345325,43496.606912334086,Yes,Normal,6.0,2.0,False
